GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
28079,White,Non-White,47.02,41.7,0.51,0,4.65,6,rural
28081,White,White,65.45,29.38,0.98,0.01,2.64,5,rural
28083,Black,Non-White,22.19,74.2,0.6,0,2.65,5,rural
28085,White,White,67.17,31.89,0.48,0,0.44,5,rural
28087,White,White,51.74,43.73,1.02,0.02,2.04,5,rural
28089,White,White,55.34,37.95,2.58,0.01,3,3,suburban
28091,White,White,64.8,32.57,0.42,0.08,1.61,6,rural
28093,White,Non-White,47.73,47.73,0,0,3.69,2,urban
28095,White,White,67.01,31.11,0.09,0,1.26,6,rural
28097,White,White,52.15,44.05,0.29,0,1.39,6,rural
28099,White,White,58.27,20.95,0.54,0.03,2.13,6,rural
28101,White,White,60.25,30.42,0.52,0,1.91,6,rural
28103,Black,Non-White,25.85,72.16,0.05,0,1.4,6,rural
28105,White,White,56.44,36.91,3.23,0.06,1.69,5,rural
28107,Black,Non-White,46.92,48.35,0.01,0.06,2.04,6,rural
28109,White,White,81.81,12.76,0.25,0,3.09,5,rural
28111,White,White,77.56,19.82,0.15,0,1.51,4,suburban
28113,Black,Non-White,43.38,54.02,0.32,0,1.59,5,rural
28115,White,White,76.45,15.48,0.08,0,6.87,5,rural
28117,White,White,82.48,10.03,2.19,0,1.5,6,rural
28119,Black,Non-White,26.03,72.02,0.22,0,1.22,6,rural
28121,White,White,73.93,20.72,1.16,0.03,2.75,3,suburban
28123,White,Non-White,49.33,37.93,0.26,0,11.28,6,rural
28125,Black,Non-White,25.07,74.57,0,0,0.11,6,rural
28127,White,White,61.59,36.64,0.55,0,0.25,3,suburban
28129,White,White,74.03,22.96,0.53,0.23,1.75,6,rural
28131,White,White,76.5,18.18,0,0.09,2.02,6,rural
28133,Black,Non-White,23.77,73.88,0.08,0,1.81,5,rural
28135,Black,Non-White,34.91,53.59,1.4,0.08,9.47,6,rural
28137,White,White,64.6,29.87,0.14,0.12,2.63,2,urban
28139,White,White,77,16.55,0.29,0.05,4.77,6,rural
28141,White,White,93.19,2.62,0.03,0,3.17,6,rural
28143,Black,Non-White,18.99,78.39,1.4,0,0.96,2,urban
28145,White,White,78.2,15.45,0.36,0,4.38,6,rural
28147,White,White,52.66,46.32,0.1,0,0.82,6,rural
28149,Black,Non-White,47.07,49.38,0.71,0.02,2.11,5,rural
28151,Black,Non-White,25.14,72,0.56,0,1.62,5,rural
28153,White,White,57.4,41.03,0.13,0,0.65,6,rural
28155,White,White,78.2,20.42,0.35,0,0.7,6,rural
28157,Black,Non-White,27.82,70.92,0.11,0,0.21,6,rural
28159,White,Non-White,49.94,46.57,0.03,0,1.28,6,rural
28161,White,White,58.02,39.65,0.15,0,1.39,6,rural
28163,Black,Non-White,34.67,59.19,0.44,0,4.59,3,suburban
29001,White,White,89.83,2.68,2.4,0.22,2.45,5,rural
29003,White,White,94.48,1.37,0.19,0,2.5,4,suburban
29005,White,White,96.56,0.46,0.48,0,1.32,6,rural
29007,White,White,86.66,5.71,0.13,0.09,3.11,5,rural
29009,White,White,85.63,0.23,1.28,0,9.35,6,rural
29011,White,White,92.44,0.3,0.03,0.08,1.59,6,rural
29013,White,White,94.14,1.51,0.29,0.19,2.21,2,urban
29015,White,White,94.81,0.25,0.08,0,2.05,6,rural
29017,White,White,95.99,0.41,0.36,0,1.12,4,suburban
29019,White,White,78.88,8.97,4.43,0.07,3.43,4,suburban
29021,White,White,83.27,5.11,1.09,0.29,6.53,4,suburban
29023,White,White,88.56,5.55,0.76,0.07,2.14,5,rural
29025,White,White,94.48,0.58,0.41,0,1.63,2,urban
29027,White,White,90.19,4.32,0.77,0.33,2.09,4,suburban
29029,White,White,94.25,0.74,0.31,0,2.73,6,rural
29031,White,White,85.95,7.36,1.71,0.04,2.33,4,suburban
29033,White,White,94.72,1.41,0.49,0,1.59,6,rural
29035,White,White,96.19,0.07,0,0,2.57,6,rural
29037,White,White,87.97,3.98,0.77,0.13,4.38,2,urban
29039,White,White,94.55,0.05,0.21,0,2.26,6,rural
29041,White,White,94.96,2.55,0,0,0.53,6,rural
29043,White,White,93.34,0.69,0.57,0,2.95,3,suburban
29045,White,White,96.92,0.31,1.02,0,0.6,5,rural
29047,White,White,81.12,5.96,2.16,0.21,6.8,2,urban
29049,White,White,93.72,1.51,0.66,0.04,2.14,2,urban
29051,White,White,81.6,11.66,1.53,0.01,2.84,4,suburban
29053,White,White,87.78,5.7,0.4,0.19,1.99,6,rural
29055,White,White,95.16,0.37,0.21,0,2.01,6,rural
29057,White,White,93.71,0.36,0.84,0.03,2.14,6,rural
29059,White,White,94.56,0.03,0.55,0,2.09,3,suburban
29061,White,White,95.93,0.6,0.18,0.11,1.57,6,rural
29063,White,White,83.81,8.94,0.53,0.28,2.59,4,suburban
29065,White,White,94.31,0.41,0.25,0,1.76,6,rural
29067,White,White,98,0.23,0.08,0,0.86,6,rural
29069,White,White,80.37,10.22,0.59,0,6.63,5,rural
29071,White,White,95.02,0.72,0.5,0.01,1.74,2,urban
29073,White,White,95.91,0.41,0.34,0,1.43,6,rural
29075,White,White,95.95,0.59,0.54,0.06,1.62,6,rural
29077,White,White,87.53,3.24,2.03,0.04,3.72,3,suburban
29079,White,White,94.07,0.28,0.64,0.05,2.44,6,rural
29081,White,White,95.14,0.52,0.2,0.04,2.3,6,rural
29083,White,White,93.52,1.26,0.42,0.01,2.46,6,rural
29085,White,White,94.78,0.03,0.27,0,1.74,6,rural
29087,White,White,95.83,1.06,0.65,0.05,1.06,6,rural
29089,White,White,90.55,5.83,0.36,0,1.57,6,rural
29091,White,White,94.28,0.22,0.65,0,2.13,5,rural
29093,White,White,94.36,1.11,0.27,0.06,1.78,6,rural
29095,White,White,62.19,23.14,1.81,0.31,8.98,1,urban
29097,White,White,84.17,1.83,1.13,0.13,8.04,4,suburban
29099,White,White,94.41,0.94,0.81,0.01,1.96,2,urban
29101,White,White,85.76,4.28,1.68,0.29,4.39,5,rural
29103,White,White,96.2,0.46,0.61,0.05,1.09,6,rural
29105,White,White,93.11,0.58,0.37,0.01,2.45,5,rural
29107,White,White,91.97,2.2,0.53,0.23,2.89,2,urban
29109,White,White,89.1,0.48,0.04,0.16,7.45,6,rural
29111,White,White,92.62,4.21,0,0.24,0.47,5,rural
29113,White,White,93.03,1.91,0.28,0.02,2.48,2,urban
29115,White,White,94.82,0.47,0.35,0.07,2.42,6,rural
29117,White,White,92.36,2.53,0.62,0.11,1.84,6,rural
29119,White,White,77.27,1.82,1.51,2.22,11.58,3,suburban
29121,White,White,93.6,1.95,0.62,0.02,1.5,6,rural
29123,White,White,94.64,0.76,0.57,0,2.36,6,rural
29125,White,White,95.46,0.3,1.03,0,1.28,6,rural
29127,White,White,90.04,3.74,0.65,0.11,1.78,5,rural
29129,White,White,95.75,0.55,0.47,0,2.31,6,rural
29131,White,White,94.83,0.25,0.48,0,1.94,6,rural
29133,White,White,71.47,24.41,0.07,0.04,2.18,6,rural
29135,White,White,91.62,2.73,0.06,0,4.87,4,suburban
29137,White,White,92.91,3.4,0.48,0.05,1.68,6,rural
29139,White,White,94.05,1.43,0.25,0.06,1.96,6,rural
29141,White,White,94.13,0.88,0.84,0,2.26,6,rural
29143,White,White,79.86,15.31,0,0,1.88,6,rural
29145,White,White,86.11,0.87,1.43,0.99,5.32,4,suburban
29147,White,White,92.59,2.76,1.37,0.13,1.73,5,rural
29149,White,White,94.04,0.15,0.48,0.11,1.83,6,rural
29151,White,White,98.5,0.18,0.03,0,0.82,4,suburban
29153,White,White,95.29,0.07,0.51,0,1.8,6,rural
29155,White,White,68.52,27.17,0,0.01,2.61,6,rural
29157,White,White,95.15,0.56,1.08,0,2.29,6,rural
29159,White,White,84.92,3.5,0.66,0.03,8.66,5,rural
29161,White,White,88.73,2.22,3.61,0,2.55,5,rural
29163,White,White,88.06,7.25,0.35,0.08,2.25,6,rural
29165,White,White,81.01,6.69,2.7,0.44,6.04,2,urban
29167,White,White,93.74,0.93,0.25,0.08,2.44,3,suburban
29169,White,White,69.38,10.66,2.42,0.58,11.21,5,rural
29171,White,White,95.96,0.1,0.13,0,0.48,6,rural
29173,White,White,95.46,1.25,0.58,0,1.25,5,rural
29175,White,White,88.48,5.77,0.64,0.02,2.1,5,rural
29177,White,White,93.66,1.32,0.19,0,2.47,2,urban
29179,White,White,93.74,2.03,0.3,0.21,0.79,6,rural
29181,White,White,95.05,0.69,0.4,0.22,1.45,6,rural
29183,White,White,87.14,4.39,2.54,0.03,3.29,2,urban
29185,White,White,94.49,0.73,0.38,0,1.28,6,rural
29186,White,White,95.66,1.96,0.57,0,1.18,6,rural
29187,White,White,91.77,4.39,0.52,0.02,1.57,5,rural
29189,White,White,66.04,24.09,4.29,0.03,2.89,2,urban
29195,White,White,80.27,4.79,0.81,1.06,10.19,5,rural
29197,White,White,96.9,0.46,0.26,0,1.67,5,rural
29199,White,White,99.27,0,0,0,0,6,rural
29201,White,White,83.24,11.63,0.41,0,2.31,5,rural
29203,White,White,93.87,0.17,0,0,1.87,6,rural
29205,White,White,95.21,1.61,0.27,0,1.71,6,rural
29207,White,White,95.39,1.49,0.01,0,1.75,6,rural
29209,White,White,94.8,0.2,0.23,0.09,2.31,5,rural
29211,White,White,76.79,2.27,0.1,0.14,18.3,6,rural
29213,White,White,88.79,1.38,0.99,0.02,5.92,5,rural
29215,White,White,91.01,2.18,0.74,0,2.12,6,rural
29217,White,White,93.92,0.54,0.72,0,2.16,6,rural
29219,White,White,91.67,2,0.5,0.05,3.4,2,urban
29221,White,White,94.24,2.13,0.21,0.29,1.39,6,rural
29223,White,White,94.84,0.55,0.27,0,1.8,6,rural
29225,White,White,94.06,0.91,0.38,0.21,2.07,3,suburban
29227,White,White,96.4,0.54,0.15,0,1.53,6,rural
29229,White,White,95,0.53,0.25,0.15,1.89,6,rural
29510,Black,Non-White,43.64,46.23,3.34,0.05,4.02,1,urban
30001,White,White,90.3,0.07,0.63,0.05,4.94,6,rural
30003,White,Non-White,26.77,0.03,0.09,0.04,6.36,6,rural
30005,White,Non-White,44.56,0.4,0.1,0,3.54,6,rural
30007,White,White,94.4,0.08,0,0,2.79,6,rural
30009,White,White,94.26,0.41,0.28,0,2.46,4,suburban
30011,White,White,96.84,0,0,0,0.08,6,rural
30013,White,White,85.22,1.29,0.68,0.08,4.51,4,suburban
30015,White,White,76.92,0.24,0.56,0.03,2.63,6,rural
30017,White,White,91.8,0.63,0.09,0.17,3.42,6,rural
30019,White,White,93.01,0,0.81,0,2.66,6,rural
30021,White,White,92.26,0.78,0.24,0,3.12,6,rural
30023,White,White,90.12,0.75,0.76,0,3.46,6,rural
30025,White,White,94.35,0.03,1.75,0,1.99,6,rural
30027,White,White,94.06,0.13,0.59,1.86,0.93,6,rural
30029,White,White,92.76,0.34,0.7,0.05,2.83,5,rural
30031,White,White,91.61,0.39,1.35,0.01,3.73,5,rural
30033,White,White,99.23,0.68,0,0,0.1,6,rural
30035,White,Non-White,29.94,0.28,0.04,0.09,3.28,6,rural
30037,White,White,89.56,0,0,0,6.73,4,suburban
30039,White,White,94.26,0.09,0.06,0,2.27,6,rural
30041,White,White,69.18,0.32,0.37,0,3.79,6,rural
30043,White,White,92.66,0.38,0.05,0,2.56,5,rural
30045,White,White,92.68,0,0,0,3.58,6,rural
30047,White,White,65.04,0.3,0.28,0.13,4.58,6,rural
30049,White,White,91.37,0.27,0.66,0.07,3.33,5,rural
30051,White,White,98.3,0,0,0,1.23,6,rural
30053,White,White,92.62,0.2,0.4,0.24,3.13,6,rural
30055,White,White,88.77,0,1.62,0,3.74,6,rural
30057,White,White,92.46,0.02,0.04,0,4.48,6,rural
30059,White,White,92.64,0.05,0.16,0,4.66,6,rural
30061,White,White,91.41,0.8,0.85,0,1.32,6,rural
30063,White,White,89.24,0.6,1.83,0.07,3.27,4,suburban
30065,White,White,91.12,0,0.9,0,3.08,6,rural
30067,White,White,93.34,0.45,0.31,0.12,3.09,6,rural
30069,White,White,94.48,0,5.52,0,0,6,rural
30071,White,White,83.81,0,0.29,0,2.8,6,rural
30073,White,White,81.18,0.13,0.1,0,2.04,6,rural
30075,White,White,93.03,0,0,0,3.17,6,rural
30077,White,White,89.38,0.93,0.38,0,1.74,6,rural
30079,White,White,97.76,0,0.8,0,1.28,6,rural
30081,White,White,92.95,0.11,0.53,0,3.5,6,rural
30083,White,White,88.82,0,0.03,0.16,5.43,6,rural
30085,White,Non-White,34.35,0.21,0.6,0,3.96,6,rural
30087,White,White,54.83,0.17,1.04,0,5.17,6,rural
30089,White,White,90.11,0.31,0.42,0.01,3.01,6,rural
30091,White,White,91.07,0,0.26,0,3.79,6,rural
30093,White,White,90.44,0.55,0.74,0.01,4.56,5,rural
30095,White,White,92.78,0.08,0.34,0,3.95,6,rural
30097,White,White,94.11,0,0.27,0,2.26,6,rural
30099,White,White,93.61,0.53,0.26,0,1.63,6,rural
30101,White,White,87.08,0.47,0.43,0,4.01,6,rural
30103,White,White,94.31,0,4.19,0,0.6,6,rural
30105,White,White,84.5,0.39,0.21,0.15,2.72,6,rural
30107,White,White,93.37,0,0.33,0,3.13,6,rural
30109,White,White,93.23,0,0.71,0,4.9,6,rural
30111,White,White,86.36,0.48,0.69,0.09,5.61,4,suburban
31001,White,White,85.89,0.6,1.25,0.02,10.3,5,rural
31003,White,White,95.11,0.91,0.24,0,3.31,6,rural
31005,White,White,95.78,0,0,0,0.47,6,rural
31007,White,White,90.3,0,1.39,0,6.09,5,rural
31009,White,White,100,0,0,0,0,6,rural
31011,White,White,96.36,0.32,0.55,0.06,2.18,6,rural
31013,White,White,81.4,1.36,1.08,0,12.54,6,rural
31015,White,White,94.99,0.57,0.98,0,0.93,6,rural
31017,White,White,95.56,0.03,0.46,0,1.79,6,rural
31019,White,White,87.02,0.88,1.31,0,9,5,rural
31021,White,White,92.93,0.48,0.78,0,3.07,6,rural
31023,White,White,94.42,0.15,0.35,0,3.57,6,rural
31025,White,White,93.58,0.34,0.24,0.22,3.35,3,suburban
31027,White,White,96.43,0.15,0.02,0,2.06,6,rural
31029,White,White,87.05,0.05,0.26,0,12.29,6,rural
31031,White,White,87.9,0.02,0.48,0.12,2.51,6,rural
31033,White,White,89.5,0.83,0.69,0.02,6.99,6,rural
31035,White,White,89.23,0.21,0.08,0,8.85,6,rural
31037,White,Non-White,48.94,3.74,0.74,0.21,45.45,6,rural
31039,White,White,88.11,0.1,0.3,0.12,10.11,6,rural
31041,White,White,94.57,0.16,0.76,0,3.21,6,rural
31043,White,Non-White,47.98,5.07,3.29,0,38.78,4,suburban
31045,White,White,85.11,3.97,0.67,0,5.36,6,rural
31047,White,White,58.79,6.15,0.63,0.22,33.26,5,rural
31049,White,White,87.82,0.16,0.6,0,8.52,6,rural
31051,White,White,84.25,0.44,0.38,0,13.74,4,suburban
31053,White,White,83.67,0.76,0.35,0.16,12.87,5,rural
31055,White,White,69.4,10.93,3.79,0.04,12.55,3,suburban
31057,White,White,87.61,0.21,0,0,11.81,6,rural
31059,White,White,93.64,0.38,0.56,0,3.93,6,rural
31061,White,White,95.68,0.5,0.2,0.1,2.31,6,rural
31063,White,White,96.1,0.57,0.08,0,1.25,6,rural
31065,White,White,93.36,0.13,0.29,0,4.3,6,rural
31067,White,White,94.47,0.6,0.66,0,2.54,5,rural
31069,White,White,94.26,0.16,0.16,0,4.61,6,rural
31071,White,White,97.05,0.35,0.2,0,1.85,6,rural
31073,White,White,92.6,0.25,0.35,0.3,5.02,5,rural
31075,White,White,95.71,0.83,0,0,1.25,6,rural
31077,White,White,96.14,0.42,0.17,0,2.1,6,rural
31079,White,White,66.67,2.47,1.09,0.23,27.73,4,suburban
31081,White,White,94.68,0.18,0.36,0.07,3.53,4,suburban
31083,White,White,95.4,0.53,0.2,0.03,2.61,6,rural
31085,White,White,91.71,0,0,0,8.29,6,rural
31087,White,White,99.15,0.07,0,0,0.53,6,rural
31089,White,White,93.27,0.14,0.56,0.04,4.87,6,rural
31091,White,White,91.92,1.01,0,0,6.49,6,rural
31093,White,White,95.5,0.16,0.22,0.03,2.54,4,suburban
31095,White,White,93.46,0.63,0.21,0,4.27,6,rural
31097,White,White,80.39,6.06,1.57,0,10.21,6,rural
31099,White,White,92.1,0.11,0.49,0,6.28,5,rural
31101,White,White,89.69,1.21,0.74,0.14,7.24,6,rural
31103,White,White,98.55,0,0,0,0.92,6,rural
31105,White,White,86.21,0.08,0.33,0,9.55,6,rural
31107,White,White,85.64,0.4,0.32,0.02,2.87,6,rural
31109,White,White,81.22,3.81,4.19,0.07,7.05,3,suburban
31111,White,White,87.73,1.24,0.86,0.03,8.64,5,rural
31113,White,White,94.39,0,0,0,4.75,5,rural
31115,White,White,97.85,0,0,0,1.82,6,rural
31117,White,White,98.48,0,0,0,1.52,5,rural
31119,White,White,79.73,1.26,1.71,0,15.01,5,rural
31121,White,White,92.49,0.46,0.44,0,4.48,4,suburban
31123,White,White,81.76,0.77,0.48,0,15.42,6,rural
31125,White,White,96.44,0.4,0,0,2.79,6,rural
31127,White,White,93.8,1.49,0.76,0.03,2.78,6,rural
31129,White,White,94.6,0.14,1.77,0.12,2.8,6,rural
31131,White,White,88.76,0.41,0.34,0,8.08,6,rural
31133,White,White,95.43,0.15,0,0,1.81,6,rural
31135,White,White,95.17,0.14,0,0,4.21,6,rural
31137,White,White,92.19,0.36,0.15,0,5.7,6,rural
31139,White,White,96.16,0.21,0.62,0.18,1.53,5,rural
31141,White,White,78.36,0.54,0.75,0.02,18.98,5,rural
31143,White,White,92.82,0.08,0,0,5.51,6,rural
31145,White,White,91.7,0.61,0.07,0,5.26,6,rural
31147,White,White,92.19,0.2,0.08,0,1.95,6,rural
31149,White,White,96.53,1.49,0,0,1.2,6,rural
31151,White,White,69,2.26,1.97,0,25.34,6,rural
31153,White,White,80.96,3.66,2.53,0.11,9.32,3,suburban
31155,White,White,95.26,0.49,0.42,0,2.28,3,suburban
31157,White,White,72,0.74,0.66,0,23.82,5,rural
31159,White,White,94.68,0.55,0.49,0,2.63,3,suburban
31161,White,White,81.11,2.08,0.8,0.04,5.52,6,rural
31163,White,White,96.34,0.16,0.3,0.03,2.24,6,rural
31165,White,White,92.62,0.41,0,0,3.36,5,rural
31167,White,White,91.81,1.46,0.49,0,5.54,5,rural
31169,White,White,94.9,0.49,0,0,2.59,6,rural
31171,White,White,95.04,0,0,0,0,6,rural
31173,White,Non-White,35.73,0.19,0.82,0,5.95,6,rural
31175,White,White,94.75,0.48,0,0,3.4,6,rural
31177,White,White,94.5,0.86,0.26,0.07,2.91,3,suburban
31179,White,White,89.93,1.45,0.46,0,5.97,6,rural
31181,White,White,91.52,0.28,0,0.23,5.12,6,rural
31183,White,White,96.93,0,0.26,0,2.55,6,rural
31185,White,White,90.53,1.56,0.42,0,5.16,6,rural
32001,White,White,73.22,2.44,2.79,0.07,13.92,5,rural
32003,White,Non-White,42.77,11.23,9.55,0.68,31.14,1,urban
32005,White,White,80.77,0.74,1.64,0.18,12.69,5,rural
32007,White,White,66.74,0.49,1.12,0.15,24.38,5,rural
32009,White,White,79.88,2.58,0,0,15.79,6,rural
32011,White,White,89.89,0.05,0.7,0,4.36,5,rural
32013,White,White,65.37,0.65,0.65,0,27.02,5,rural
32015,White,White,64.08,0.07,0.11,0,31.17,6,rural
32017,White,White,86.95,3.8,0.89,0,6.89,6,rural
32019,White,White,74.88,0.74,1.3,0.17,17.11,5,rural
32021,White,White,60.31,5.13,1.28,0,11.64,6,rural
32023,White,White,76.3,1.86,1.63,0.53,14.68,5,rural
32027,White,White,65.15,3.54,0.98,0.26,24.44,6,rural
32029,White,White,84.6,1.68,0.93,0,3.23,3,suburban
32031,White,White,63.08,2.15,5.22,0.6,24.44,3,suburban
32033,White,White,71.59,5.61,0.9,0.12,16.17,6,rural
32510,White,White,66.98,1.96,2.62,0.04,24.15,4,suburban
33001,White,White,95,0.62,0.93,0.02,1.67,5,rural
33003,White,White,95.83,0.47,0.68,0.02,1.48,6,rural
33005,White,White,94.1,0.73,1.26,0.05,1.85,5,rural
33007,White,White,92.04,2.43,0.53,0.09,2.95,5,rural
33009,White,White,90.65,1.03,3.67,0.05,2.39,5,rural
33011,White,White,84.45,2.34,4.02,0.03,6.77,3,suburban
33013,White,White,92.42,1.36,2.09,0.01,2.16,5,rural
33015,White,White,92.53,0.75,2.06,0.01,2.99,2,urban
33017,White,White,90.63,0.94,3.3,0.04,2.5,2,urban
33019,White,White,95.01,0.65,0.8,0,1.56,5,rural
34001,White,White,56.4,14.01,7.85,0.04,18.85,3,suburban
34003,White,White,56.56,5.29,16.24,0.03,19.91,2,urban
34005,White,White,67.43,16.04,5.02,0.04,8.04,2,urban
34007,White,White,56.67,18.26,5.71,0.02,16.77,2,urban
34009,White,White,85.27,4.43,0.92,0,7.68,4,suburban
34011,White,Non-White,46.41,18.1,1.32,0.01,30.71,4,suburban
34013,Black,Non-White,30.55,38.45,5.28,0.01,23.03,1,urban
34015,White,White,78.5,9.77,3.09,0.01,6.2,2,urban
34017,Hispanic,Non-White,28.79,10.54,14.95,0.07,43.08,1,urban
34019,White,White,85.53,2.4,4.11,0.04,6.54,2,urban
34021,White,Non-White,49.71,19.85,11.07,0.02,17.53,3,suburban
34023,White,Non-White,43.06,9.53,23.94,0.03,21.16,2,urban
34025,White,White,75.24,6.71,5.38,0.04,10.8,2,urban
34027,White,White,71.39,3.18,10.26,0.01,13.31,2,urban
34029,White,White,84.67,2.77,1.85,0.03,9.21,2,urban
34031,Hispanic,Non-White,41.3,10.43,5.11,0.02,41.54,2,urban
34033,White,White,74.25,12.87,1.05,0.05,9.01,2,urban
34035,White,White,56.29,9.23,17.59,0.01,14.65,2,urban
34037,White,White,86.29,2.11,2.04,0,8.21,2,urban
34039,White,Non-White,39.5,20.07,5.04,0,31.59,1,urban
34041,White,White,81.68,4.36,2.66,0,9.27,3,suburban
35001,Hispanic,Non-White,38.68,2.47,2.52,0.06,49.99,3,suburban
35003,White,White,80.91,0,0,0,19.03,6,rural
35005,Hispanic,Non-White,38.88,1.43,0.9,0.01,56.75,5,rural
35006,Hispanic,Non-White,19.31,0.88,0.15,0.03,38.36,5,rural
35007,Hispanic,Non-White,46.74,0.67,0.43,0,49.4,6,rural
35009,White,Non-White,47.63,4.95,1.26,0.26,42.17,5,rural
35011,Hispanic,Non-White,44.41,1.57,0,0,53.48,6,rural
35013,Hispanic,Non-White,27.24,1.61,1.05,0.03,68.26,4,suburban
35015,Hispanic,Non-White,46.79,1.45,0.46,0,49.13,5,rural
35017,Hispanic,Non-White,45.81,0.87,0.47,0.01,50.49,5,rural
35019,Hispanic,Non-White,19.39,0.57,0.21,0,73.9,6,rural
35021,White,White,58.96,0,0,0.68,39.68,6,rural
35023,Hispanic,Non-White,39,1.26,0,0,58.11,6,rural
35025,Hispanic,Non-White,35.41,3.4,0.57,0.02,58.67,5,rural
35027,White,White,64.91,0.52,0.07,0,33.18,6,rural
35028,White,White,71.82,0.57,4.97,0,17.97,5,rural
35029,Hispanic,Non-White,29.51,1.31,0.83,0,67.06,5,rural
35031,Hispanic,Non-White,8.64,0.56,0.98,0.04,14.25,5,rural
35033,Hispanic,Non-White,15.72,0.04,0,0,81.48,6,rural
35035,White,Non-White,48.86,3.23,1.25,0.15,38.28,5,rural
35037,White,Non-White,49.62,1.61,0.6,0.19,45.29,6,rural
35039,Hispanic,Non-White,12.44,0.44,0.48,0.03,71.24,5,rural
35041,White,White,51.83,2.41,0.5,0.07,42.12,5,rural
35043,White,Non-White,43.49,2.07,1.18,0.13,38.91,3,suburban
35045,White,Non-White,38.19,0.67,0.64,0.06,20.29,4,suburban
35047,Hispanic,Non-White,17.83,0.93,0.97,0,77.74,5,rural
35049,Hispanic,Non-White,42.78,0.89,1.21,0.07,51.21,4,suburban
35051,White,White,64.69,0.4,0.75,0,30.35,6,rural
35053,Hispanic,Non-White,34.19,0.56,3.25,0,49.76,6,rural
35055,Hispanic,Non-White,35.27,0.16,0.79,0,56.89,5,rural
35057,White,White,54.69,0.78,0.15,0,43.09,3,suburban
35059,White,White,51.29,1.43,0.02,0,42.34,6,rural
35061,Hispanic,Non-White,32.6,1.06,0.51,0,60.58,3,suburban
36001,White,White,72.17,11.5,6.56,0.04,5.97,3,suburban
36003,White,White,94.4,1.42,1.17,0.03,1.63,6,rural
36005,Hispanic,Non-White,9.14,29.23,3.59,0.03,56.03,1,urban
36007,White,White,83.38,5.15,4.33,0.02,4.21,4,suburban
36009,White,White,90.58,1.41,0.79,0,2.1,5,rural
36011,White,White,90.09,4.1,0.56,0.01,2.95,5,rural
36013,White,White,87.44,2.35,0.56,0.05,7.48,5,rural
36015,White,White,86.23,5.9,1.34,0.01,3.08,4,suburban
36017,White,White,94.74,0.88,0.43,0,2.19,6,rural
36019,White,White,89.93,4.07,1.41,0.02,2.91,5,rural
36021,White,White,86.35,4.31,1.74,0,4.77,5,rural
36023,White,White,92.62,1.9,0.76,0,2.7,5,rural
36025,White,White,92.09,1.53,0.78,0,3.88,6,rural
36027,White,White,71.47,9.8,3.52,0.04,12.19,2,urban
36029,White,White,75.49,13.01,3.55,0.03,5.5,1,urban
36031,White,White,91.96,2.9,0.27,0.02,3.01,6,rural
36033,White,White,81.62,5.62,0.54,0.22,3.54,5,rural
36035,White,White,92.69,1.98,0.78,0.01,3.1,5,rural
36037,White,White,90.52,2.02,0.79,0,3.3,5,rural
36039,White,White,85.28,5.45,1.05,0.01,5.91,6,rural
36041,White,White,95.95,0.8,0.07,0.04,1.66,6,rural
36043,White,White,94.51,1.03,0.59,0.02,2.16,3,suburban
36045,White,White,81.64,5.72,1.71,0.19,7.52,4,suburban
36047,White,Non-White,36.4,29.97,11.78,0.04,19.04,1,urban
36049,White,White,95.85,0.7,0.53,0.09,1.73,6,rural
36051,White,White,90.76,2.58,1.3,0.05,3.66,2,urban
36053,White,White,93.09,1.67,0.9,0.11,2.21,3,suburban
36055,White,White,70.57,14.48,3.59,0.02,8.77,1,urban
36057,White,White,81.27,1.89,0.69,0,14.1,5,rural
36059,White,White,59.98,11.15,9.6,0.02,16.9,2,urban
36061,White,Non-White,46.91,12.47,12.05,0.03,25.83,1,urban
36063,White,White,85.44,6.89,1.1,0.02,3.02,2,urban
36065,White,White,82.01,5.68,4.03,0.03,5.77,3,suburban
36067,White,White,76.85,10.84,3.67,0.02,4.91,3,suburban
36069,White,White,89.84,2.15,1.37,0.03,4.74,2,urban
36071,White,White,64.24,9.99,2.67,0.03,20.49,2,urban
36073,White,White,86.37,5.64,0.56,0,4.92,2,urban
36075,White,White,94.04,0.96,0.66,0.01,2.59,3,suburban
36077,White,White,91.13,1.82,1.32,0.01,3.69,5,rural
36079,White,White,78.71,2.73,2.04,0.02,14.97,2,urban
36081,Hispanic,Non-White,25.05,17.21,25.34,0.04,28.04,1,urban
36083,White,White,83.21,5.98,2.68,0,4.93,3,suburban
36085,White,White,61.01,9.36,9.22,0.03,18.44,1,urban
36087,White,White,63.13,11.31,5.85,0,17.71,2,urban
36089,White,White,91.97,2.23,0.99,0.06,2.36,5,rural
36091,White,White,90.35,1.53,2.91,0.01,3.21,3,suburban
36093,White,White,72.6,9.44,4.43,0.05,7.06,3,suburban
36095,White,White,93.17,1.35,0.88,0.02,3.2,3,suburban
36097,White,White,94.96,0.83,0.7,0,1.86,6,rural
36099,White,White,89.01,4.76,0.83,0.02,3.49,5,rural
36101,White,White,93.57,1.57,1.53,0,1.65,5,rural
36103,White,White,67.57,7.26,3.88,0.02,19.31,2,urban
36105,White,White,71.51,7.4,1.63,0,15.99,6,rural
36107,White,White,95,0.62,0.77,0,1.95,4,suburban
36109,White,White,77.12,3.48,9.6,0.06,5.16,4,suburban
