GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat,poverty_estimate,population,pctpov,poverty_quantile
17201,White,White,69.02,12.58,2.63,0.01,12.77,3,suburban,43932,280982,15.635165241901616,3
17203,White,White,95.5,0.6,0.52,0,1.83,3,suburban,2737,37783,7.243998623719662,1
18001,White,White,93.48,1.13,0.29,0,4.53,5,rural,5767,34374,16.777215337173445,3
18003,White,White,73.85,11.28,3.8,0.04,7.47,3,suburban,52158,363717,14.340270045117496,2
18005,White,White,81.49,1.54,7.4,0.05,6.76,4,suburban,10508,80855,12.996104137035433,2
18007,White,White,92.49,0.5,0.08,0.08,5.21,4,suburban,1381,8566,16.121877188886295,3
18009,White,White,95.52,0.03,0.72,0,1.63,6,rural,1496,11914,12.556656034916905,2
18011,White,White,90.61,1.73,2.96,0,3,2,urban,3441,63536,5.415827247544699,1
18013,White,White,95.66,0.65,0.73,0,1.72,2,urban,1402,14851,9.440441721096223,1
18015,White,White,93.92,1.16,0.15,0.01,4.05,4,suburban,2012,19806,10.158537816823184,1
18017,White,White,79.71,1.13,1.28,0.02,15.36,5,rural,5413,37007,14.62696246656038,2
18019,White,White,83.21,6.69,1.04,0.01,5.38,2,urban,11328,113745,9.959119082157457,1
18021,White,White,96.14,0.84,0.28,0.04,0.54,4,suburban,3599,25759,13.971815676074382,2
18023,White,White,82.14,0.67,0.35,0.1,15.86,5,rural,3930,31414,12.510345705736295,2
18025,White,White,96.05,0.39,0,0,1.49,6,rural,1608,10389,15.47790932717297,3
18027,White,White,91.56,1.93,0.27,0.05,4.97,5,rural,4110,32420,12.677359654534238,2
18029,White,White,96.14,0.83,0.56,0.03,1.31,2,urban,4973,48787,10.193289195892348,1
18031,White,White,95.03,0.65,1.46,0,2.01,5,rural,3302,26040,12.680491551459294,2
18033,White,White,95.01,0.57,0.33,0,2.8,5,rural,4536,42150,10.761565836298931,1
18035,White,White,86.8,6.86,1.43,0.08,2.48,4,suburban,23360,108558,21.518450966303725,4
18037,White,White,90.21,0.65,0.71,0,7.83,5,rural,4561,41468,10.998842480949165,1
18039,White,White,74.78,5.4,1.05,0.05,15.93,4,suburban,26675,199933,13.341969559802532,2
18041,White,White,95.51,2.37,0.03,0,1.25,5,rural,4221,22875,18.452459016393444,3
18043,White,White,87.82,5.09,1.07,0,3.28,2,urban,7419,75270,9.856516540454365,1
18045,White,White,95.31,0.23,0.44,0,2.52,6,rural,1912,16225,11.784283513097073,2
18047,White,White,96.83,0.14,0.9,0,0.8,6,rural,1905,22761,8.369579543956768,1
18049,White,White,91.76,0.93,0.42,0.05,5.2,6,rural,2778,19857,13.990028705242482,2
18051,White,White,93.57,2.19,0.42,0,1.62,6,rural,3310,32748,10.10748748015146,1
18053,White,White,84.92,6.97,0.98,0,4.28,5,rural,11824,61611,19.191378162990375,3
18055,White,White,96.62,0.35,0.2,0.05,1.46,6,rural,4466,31787,14.04976877339793,2
18057,White,White,83.67,3.89,5.93,0.02,4,2,urban,14866,314214,4.731170476172291,1
18059,White,White,92.38,2.37,0.8,0,2.36,2,urban,5200,73021,7.121239095602634,1
18061,White,White,95.37,0.6,0.43,0,1.93,2,urban,4133,39193,10.545250427372235,1
18063,White,White,84.25,6.71,2.9,0.01,3.9,2,urban,8339,157708,5.287620158774444,1
18065,White,White,93.49,2.5,0.4,0.04,1.82,5,rural,6902,44944,15.35688857244571,3
18067,White,White,85.08,7.49,1.25,0.02,3.36,4,suburban,12897,80959,15.930285700169222,3
18069,White,White,94.77,0.9,0.72,0.08,2.46,5,rural,3556,34789,10.221621776998477,1
18071,White,White,88.14,1.07,2.23,0.03,7.01,5,rural,6890,42843,16.081973717993606,3
18073,White,White,91.57,0.59,0.33,0,6.02,2,urban,2867,32410,8.846035174328911,1
18075,White,White,94.88,0.36,0.75,0,3.1,6,rural,3482,20648,16.86361875242154,3
18077,White,White,92.59,2.07,0.89,0,2.8,5,rural,4410,29610,14.893617021276595,2
18079,White,White,95.03,1.43,0.23,0,2.46,5,rural,4034,27386,14.73015409333236,2
18081,White,White,89,2.38,3.38,0.02,3.58,2,urban,12915,148930,8.671859262740885,1
18083,White,White,92.7,2.76,0.91,0.07,2.03,5,rural,6009,34977,17.17986105154816,3
18085,White,White,87.84,0.75,1.26,0.03,7.96,5,rural,7913,76965,10.28129669330215,1
18087,White,White,94.12,0.19,0.05,0.01,4.05,6,rural,2806,38487,7.290773507937745,1
18089,White,White,54.12,23.38,1.39,0.02,18.98,2,urban,79069,480617,16.451561222345443,3
18091,White,White,79.27,10.92,0.57,0,6.6,4,suburban,16830,102082,16.48674594933485,3
18093,White,White,95.68,0.4,0.49,0.06,1.67,5,rural,5288,44625,11.84985994397759,2
18095,White,White,84.85,7.75,0.51,0.01,4.09,2,urban,21162,123045,17.198585883213457,3
18097,White,White,55.25,27.64,3.27,0.02,10.39,1,urban,175330,925168,18.9511526555177,3
18099,White,White,87.26,0.57,0.47,0,10.09,5,rural,5232,45817,11.41934216557173,2
18101,White,White,97.04,0.75,0.18,0,1.15,6,rural,1226,9884,12.403885066774585,2
18103,White,White,88.72,5.38,0.58,0.02,3.21,5,rural,5498,33521,16.401658661734437,3
18105,White,White,83.51,3.03,6.67,0.02,3.41,4,suburban,31680,130129,24.345072966056758,4
18107,White,White,91.88,0.72,0.82,0.03,4.8,5,rural,3693,36581,10.095404718296383,1
18109,White,White,96,0.41,0.8,0,1.58,2,urban,7717,68318,11.295705377792089,2
18111,White,White,92.95,0.24,0,0,6.42,2,urban,1852,13779,13.440743159880977,2
18113,White,White,87.06,0.48,0.65,0.02,10.29,5,rural,3461,46379,7.46242911662606,1
18115,White,White,96.41,0.39,0.44,0,1.26,2,urban,350,5768,6.067961165048544,1
18117,White,White,95.09,2.56,0.49,0,0.64,6,rural,3106,19212,16.166978971476162,3
18119,White,White,96.15,0.23,0.49,0,1.26,4,suburban,3322,20484,16.217535637570787,3
18121,White,White,94.49,0.58,0,0,1.62,6,rural,2280,15478,14.73058534694405,2
18123,White,White,94.11,2.89,0.51,0,1.39,6,rural,2434,17303,14.066924810726464,2
18125,White,White,96.32,0.88,0.9,0,0.93,5,rural,1392,12135,11.470951792336217,2
18127,White,White,83.2,3.46,1.38,0.08,9.97,2,urban,16786,163858,10.244235862759218,1
18129,White,White,95.94,1.46,0.3,0,1.19,3,suburban,2546,25287,10.068414600387552,1
18131,White,White,94.12,0.19,0.64,0.15,3.01,6,rural,1713,12519,13.683201533668823,2
18133,White,White,91.76,2.54,2.48,0.02,1.93,2,urban,3968,32117,12.35482766136314,2
18135,White,White,92.77,0.59,0.11,0,3.46,6,rural,3899,24589,15.856683883037132,3
18137,White,White,95.54,0.39,0.97,0,1.83,6,rural,3234,27916,11.584754262788364,2
18139,White,White,95.69,1.63,0.11,0,1.65,6,rural,2807,16445,17.069017938583155,3
18141,White,White,72.56,12.67,2.39,0.08,8.7,3,suburban,40492,257404,15.730913272521018,3
18143,White,White,95.37,0.2,0.49,0,2.28,2,urban,3644,23299,15.64015622988111,3
18145,White,White,92.28,1.17,0.56,0,4.21,2,urban,4884,43481,11.232492352981764,2
18147,White,White,94.86,0.7,0.34,0,2.9,6,rural,1893,20234,9.355540179895225,1
18149,White,White,94.23,0.86,0.26,0,3.79,6,rural,3232,22866,14.13452287238695,2
18151,White,White,93.8,0.33,0.44,0.05,3.54,5,rural,3613,32821,11.00819597209104,1
18153,White,White,91.92,3.88,0.51,0,1.74,4,suburban,2438,18649,13.073087028795111,2
18155,White,White,95.38,0.95,0.38,0,1.97,6,rural,2112,10505,20.104712041884817,4
18157,White,White,75.83,5.19,8.1,0.03,8.33,4,suburban,35639,172972,20.60391277200934,4
18159,White,White,94.89,0.11,0.25,0,2.8,6,rural,1211,14950,8.100334448160536,1
18161,White,White,95.42,0.06,2.04,0,1.77,2,urban,617,7001,8.813026710469932,1
18163,White,White,83.61,9.5,1.23,0.17,2.66,3,suburban,30250,174700,17.315397824842588,3
18165,White,White,96.43,1.15,0.23,0.04,0.88,4,suburban,2324,15279,15.210419530073956,3
18167,White,White,85.49,6.67,1.85,0.07,2.69,4,suburban,18545,98861,18.758661150504246,3
18169,White,White,94.34,1.05,0.39,0.03,2.61,5,rural,3773,29712,12.69857296715132,2
18171,White,White,95.92,0.57,0.28,0,1.81,6,rural,842,8063,10.442763239489024,1
18173,White,White,92.39,1.65,2.67,0,1.87,3,suburban,4639,60763,7.6345802544311505,1
18175,White,White,96.76,0.09,0.34,0,1.34,2,urban,3601,27518,13.085980085762047,2
18177,White,White,88.13,4.77,1.11,0,3,5,rural,10422,63818,16.33081575730985,3
18179,White,White,94.35,0.8,0.41,0,3.07,3,suburban,2584,27287,9.469710851321143,1
18181,White,White,89.33,0.47,0.23,0,8.37,6,rural,2069,23859,8.671780041074646,1
18183,White,White,95.43,0.41,0.37,0,2.06,3,suburban,3046,33137,9.19214171469958,1
19001,White,White,95.99,0.55,0.55,0,2.06,6,rural,629,6897,9.119907206031607,1
19003,White,White,98.04,0.05,0.25,0,1.34,6,rural,420,3662,11.469142545057345,2
19005,White,White,90.47,1.27,0.56,0,6.62,6,rural,1285,13539,9.491099785803973,1
19007,White,White,95.17,0.71,0.47,0,2.01,6,rural,1981,12324,16.074326517364494,3
19009,White,White,96.57,0.04,0.27,0,0.57,6,rural,556,5465,10.173833485818848,1
19011,White,White,96.03,0.52,0.33,0,1.51,3,suburban,2306,25190,9.154426359666534,1
19013,White,White,81.09,9.4,2.37,0.24,4.4,4,suburban,20471,127730,16.02677522899867,3
19015,White,White,94.34,0.64,0.31,0.42,2.64,5,rural,2078,25854,8.03744101492999,1
19017,White,White,95.05,0.88,1.15,0.05,1.58,4,suburban,1901,23170,8.204574881312041,1
19019,White,White,96.1,0.17,0.26,0,1.58,6,rural,1969,20812,9.460887949260043,1
19021,White,White,59.57,2.52,9.91,1.49,25.49,5,rural,2507,19217,13.045740750377268,2
19023,White,White,96.55,1.03,0.21,0.1,1.38,6,rural,1355,14448,9.378460686600222,1
19025,White,White,94.24,1.54,0.36,0,1.95,6,rural,1197,9024,13.264627659574469,2
19027,White,White,96.94,0.09,0.2,0,2.49,6,rural,1759,19953,8.815716934796772,1
19029,White,White,95.29,0.2,0.28,0.14,2.7,6,rural,1493,12926,11.550363608231471,2
19031,White,White,95.55,1.41,0.36,0,2.04,6,rural,1168,18148,6.435970905884945,1
19033,White,White,90.59,1.73,1.15,0.12,4.87,5,rural,4764,41952,11.3558352402746,2
19035,White,White,93.39,2.01,0.79,0,1.6,6,rural,1060,10905,9.720311783585512,1
19037,White,White,95.76,0.99,0.12,0.04,2.53,6,rural,885,11914,7.428235689105255,1
19039,White,White,82.65,0.06,0.74,0,14.28,6,rural,1305,9094,14.350120958873983,2
19041,White,White,93.23,0.29,0.65,0.01,3.69,5,rural,1930,15958,12.094247399423487,2
19043,White,White,95.93,0.96,0.45,0,1.92,6,rural,1564,17332,9.023771059312255,1
19045,White,White,91.14,2.75,0.69,0,3.14,5,rural,5680,46065,12.330402691848475,2
19047,White,White,65.82,2.72,2.07,0.16,28.07,6,rural,2680,16917,15.84205237335225,3
19049,White,White,85.42,1.9,4.51,0,6.12,3,suburban,4900,83487,5.86917723717465,1
19051,White,White,96.82,0.04,0.64,0,1.47,5,rural,1081,8765,12.333143183114661,2
19053,White,White,92.68,1.77,0.69,0,3,6,rural,1426,7272,19.609460946094607,4
19055,White,White,96.57,0.21,0.3,0,1.55,6,rural,1448,17001,8.51714605023234,1
19057,White,White,87.33,5.67,0.77,0,3.21,5,rural,5966,38761,15.391759758520163,3
19059,White,White,95.7,0.45,0.89,0,2.01,5,rural,1341,16785,7.9892761394101885,1
19061,White,White,90.75,3.51,1.07,0.51,2.47,4,suburban,10874,92938,11.70027330047989,2
19063,White,White,87.07,1.98,0.25,0,9.75,6,rural,1041,8598,12.107466852756454,2
19065,White,White,93.65,2.16,0.25,0,2.44,6,rural,2375,19208,12.364639733444397,2
19067,White,White,91.53,1.72,1.5,0.15,3.24,6,rural,2455,15619,15.718035725718677,3
19069,White,White,86.76,0.25,0,0,12.75,6,rural,1289,10078,12.790236157967852,2
19071,White,White,94.7,0.76,0,0,2.78,6,rural,643,6777,9.487974029806699,1
19073,White,White,94.6,0.42,0.74,0,2.91,6,rural,788,8865,8.88888888888889,1
19075,White,White,96.93,0.6,0.28,0,1.28,4,suburban,741,12099,6.124473096950162,1
19077,White,White,95.03,0.32,0.24,0,2.72,3,suburban,1175,10555,11.13216485078162,2
19079,White,White,89.18,1.35,3.03,0.21,6.03,6,rural,1446,14904,9.702093397745571,1
19081,White,White,93.17,1.59,0.31,0,4.41,6,rural,865,10692,8.090160867938646,1
19083,White,White,91.85,1.23,0.08,0.03,4.35,6,rural,1286,16261,7.908492712625299,1
19085,White,White,96.2,0.19,0.49,0.04,1.74,3,suburban,1396,13851,10.078694679084544,1
19087,White,White,88.04,2.23,2.59,0.05,4.88,6,rural,1988,18413,10.79671970890132,1
19089,White,White,96.51,0.31,0.43,0.01,1.6,6,rural,1078,9025,11.944598337950138,2
19091,White,White,93.43,0.4,0.31,0,4.4,6,rural,1103,9412,11.719082022949426,2
19093,White,White,95.35,0.61,0.23,0,2.45,6,rural,709,6756,10.494375370041444,1
19095,White,White,94.98,0.75,0.49,0,2.87,6,rural,1297,15871,8.172137861508412,1
19097,White,White,95.47,0.47,0.41,0.92,1.47,6,rural,2361,19060,12.38719832109129,2
19099,White,White,93.46,1.99,0.47,0,2.35,5,rural,3442,35100,9.806267806267806,1
19101,White,White,80.53,7.12,4.35,0,3.04,5,rural,2396,16901,14.176675936335128,2
19103,White,White,78.37,7.2,6.22,0.07,5.62,4,suburban,24728,138866,17.807094609191594,3
19105,White,White,93.87,2.12,0.95,0,2.03,3,suburban,1966,19396,10.136110538255311,1
19107,White,White,96.37,0.45,0.28,0.02,1.75,6,rural,1048,10047,10.430974420224942,1
19109,White,White,94.77,0.71,0.56,0,2.68,6,rural,1449,14806,9.78657301094151,1
19111,White,White,90.81,2.76,0.62,0,3.61,5,rural,5069,33326,15.210346276180758,3
19113,White,White,85.81,5.39,2.27,0.13,3.25,3,suburban,20566,216510,9.498868412544455,1
19115,White,White,78.14,1.07,3.37,0,15.78,6,rural,1231,11074,11.116127867076035,2
19117,White,White,97.5,0.08,0,0,2,6,rural,1001,8393,11.926605504587156,2
19119,White,White,95.44,0.08,0.25,0.29,2.65,6,rural,567,11601,4.887509697439875,1
19121,White,White,95.32,0.24,1.26,0,2.04,3,suburban,1046,15681,6.670492953255532,1
19123,White,White,93.19,1.33,1.54,0.23,2.24,5,rural,3110,21563,14.42285396280666,2
19125,White,White,94.6,1.05,1.12,0.02,1.93,6,rural,3068,31582,9.714394275220062,1
19127,White,White,70.9,1.19,3.67,0.04,21.95,5,rural,4236,39018,10.856527756420114,1
19129,White,White,94.07,0.69,0.47,0,3.19,3,suburban,1267,14740,8.595658073270014,1
19131,White,White,96.44,0.3,0.46,0,1.48,6,rural,939,10376,9.049730146491905,1
19133,White,White,94.63,0.31,0,0.41,2,6,rural,1344,8563,15.695433843279224,3
19135,White,White,96.26,0.03,0.1,0,0.99,6,rural,901,7729,11.657394229525165,2
19137,White,White,93.73,0.11,0.17,0,3.81,6,rural,1601,9929,16.124483835230134,3
19139,White,White,76.73,2.47,0.87,0.03,17.9,5,rural,4352,42130,10.329931165440303,1
19141,White,White,92.45,1.13,0.95,0.03,4.92,6,rural,1314,13596,9.664607237422771,1
19143,White,White,89.09,1.26,0.13,0.05,8.1,6,rural,721,5997,12.022678005669501,2
19145,White,White,91.04,1.96,1,0,3.48,6,rural,1667,14383,11.5900716123201,2
19147,White,White,93.35,2.31,0.33,0,2.81,6,rural,576,8705,6.616886846639862,1
19149,White,White,91.71,0.93,0.65,0,5.23,4,suburban,2220,24645,9.007912355447353,1
19151,White,White,92.86,0.59,1.34,0.66,3.83,6,rural,829,6735,12.30883444691908,2
19153,White,White,77.71,6.55,4.54,0.08,8.37,3,suburban,51725,465322,11.115958411594553,2
19155,White,White,87.76,1.69,0.77,0.01,7.71,3,suburban,10058,91005,11.052139992308115,1
19157,White,White,91.65,1.93,2.13,0,3.2,6,rural,1683,16850,9.98813056379822,1
19159,White,White,95.39,0.08,0.99,0,2.52,6,rural,483,4762,10.142797144057118,1
19161,White,White,94.88,0.72,0.44,0,3.14,6,rural,1022,9651,10.5895762097192,1
19163,White,White,79.97,7.45,2.71,0.02,6.72,3,suburban,20361,168880,12.056489815253435,2
19165,White,White,94.55,0.76,0.19,0,2.97,6,rural,996,11470,8.683522231909329,1
19167,White,White,86.9,0.35,0.74,0.05,10.75,6,rural,2214,32395,6.834388022843031,1
19169,White,White,83.84,2.22,8.01,0,3.45,4,suburban,18527,86140,21.50801021592756,4
19171,White,White,80.75,0.92,0.46,0,9.78,6,rural,2003,16608,12.060452793834296,2
19173,White,White,90.38,0.02,1.02,0,7.7,6,rural,630,6069,10.380622837370241,1
19175,White,White,94,0.5,1.46,0.06,2.99,6,rural,1735,12170,14.256368118323747,2
19177,White,White,96.34,0.43,0.52,0,1.58,6,rural,932,7139,13.0550497268525,2
19179,White,White,82.21,3.32,1.23,0.67,10.78,5,rural,5354,34506,15.516142120210977,3
19181,White,White,94.2,0.47,0.66,0.35,2.84,3,suburban,3280,47447,6.912976584399436,1
19183,White,White,91.02,0.78,0.6,0.02,6.17,4,suburban,2021,21749,9.292381258908456,1
19185,White,White,96.08,0.3,0.09,0,1.59,6,rural,954,6296,15.152477763659466,3
19187,White,White,87.15,4.67,1.37,0.01,5.03,5,rural,5194,33910,15.317015629607786,3
19189,White,White,91.47,1.6,1.27,0,4.64,6,rural,833,9903,8.411592446733312,1
19191,White,White,95.01,1.52,0.65,0,2.25,6,rural,1553,18088,8.585802742149491,1
19193,White,White,72.96,3.23,2.81,0.27,16.62,4,suburban,13123,99437,13.19730080352384,2
19195,White,White,94.26,1.54,0.34,0.01,2.98,5,rural,684,7317,9.348093480934809,1
19197,White,White,85.41,0.38,0.53,0,12.1,6,rural,1600,12517,12.782615642725892,2
20001,White,White,90.08,1,0.75,0.22,3.55,6,rural,1989,12084,16.459781529294936,3
20003,White,White,94.84,0.5,0.01,0,1.89,6,rural,1068,7676,13.913496612819177,2
20005,White,White,88.12,2.9,0.48,0,3.04,5,rural,2643,15022,17.594195180402078,3
20007,White,White,89.47,0.8,1.62,0,5.49,6,rural,729,4669,15.613621760548297,3
20009,White,White,81.55,1.05,0.25,0.23,14.81,5,rural,4395,26245,16.746046866069726,3
20011,White,White,90.08,2.82,0.76,0,2.67,6,rural,2359,14195,16.618527650581193,3
20013,White,White,83.01,0.66,0.62,0.03,4.63,6,rural,1358,9550,14.219895287958115,2
20015,White,White,88.82,2.35,1.22,0.05,4.88,3,suburban,6687,63485,10.533196818146019,1
20017,White,White,91.2,1.67,0,0,4.74,6,rural,321,2553,12.573443008225619,2
20019,White,White,86.01,0.54,0.3,0,3.85,6,rural,564,3311,17.034128662035638,3
20021,White,White,88.01,0.59,0.45,0.37,2.56,6,rural,2763,20038,13.788801277572613,2
20023,White,White,93.1,0,0,0,6.79,6,rural,249,2627,9.478492577084126,1
20025,White,White,89.73,0.35,1.14,0,5.53,6,rural,220,1992,11.04417670682731,1
20027,White,White,93.97,0.89,0.59,0,2.54,6,rural,614,7992,7.682682682682683,1
20029,White,White,93.02,1.88,0.09,0,3.17,6,rural,1045,8647,12.085116225280444,2
20031,White,White,93.29,0.8,0.1,0,2.69,6,rural,968,8161,11.86129150839358,2
20033,White,White,96.03,0,0,0,3.79,6,rural,105,1691,6.209343583678297,1
20035,White,White,79.64,2.88,1.61,0.01,10.86,5,rural,5074,33388,15.197076794057745,3
20037,White,White,86.58,2.13,1.86,0,5.71,5,rural,7770,37115,20.934931968206925,4
20039,White,White,95.28,0.52,0.38,0,2.97,6,rural,522,2804,18.61626248216833,3
20041,White,White,90.83,1.36,0.53,0,4.68,6,rural,2314,18583,12.452241295807996,2
20043,White,White,90.29,5.88,0.07,0,2.79,4,suburban,1029,7031,14.635187028872137,2
20045,White,White,78.4,4.12,5.22,0.01,6.28,4,suburban,20749,110955,18.700374025505837,3
20047,White,White,76.16,0.35,0.77,0,20.7,6,rural,240,2830,8.480565371024735,1
20049,White,White,90.05,0.4,0.48,0,4.56,6,rural,370,2528,14.63607594936709,2
20051,White,White,89.41,1.08,1.13,0.33,5.73,5,rural,4434,27667,16.026312935988724,3
20053,White,White,85.72,3.19,1.28,0,6.16,6,rural,591,5389,10.966784190016702,1
20055,Hispanic,Non-White,41.33,2.74,3.93,0,49.9,5,rural,5370,36377,14.762074937460484,2
20057,Hispanic,Non-White,39.72,1.91,1.37,0.04,55.05,5,rural,4875,33780,14.431616341030196,2
20059,White,White,90.99,0.8,0.38,0,4.17,5,rural,2564,24858,10.314586853326897,1
20061,White,White,56.6,17.68,2.96,1.03,16.18,5,rural,4127,33889,12.177992859039806,2
20063,White,White,92.93,0.11,0.53,0,3.4,6,rural,304,2570,11.828793774319065,2
20065,White,White,88.53,4.17,1.75,0,1.98,6,rural,235,2460,9.552845528455284,1
20067,White,White,51.65,0.04,0.43,0,47.6,6,rural,666,7533,8.841099163679809,1
20069,White,White,81.82,0,0.12,0.36,15.96,6,rural,355,5951,5.965383969080826,1
20071,White,White,74.51,0,0,0,24.73,6,rural,99,1169,8.468776732249786,1
20073,White,White,91.89,0.21,0.18,0,3.88,6,rural,738,6057,12.184249628528974,2
20075,White,White,64.49,1.85,0,0,32.96,6,rural,294,2616,11.238532110091743,2
20077,White,White,90.15,0.13,0.39,0.2,6.13,6,rural,888,5518,16.09278724175426,3
20079,White,White,82.77,1.51,0.63,0.18,11.89,3,suburban,3714,33161,11.19990350110069,2
20081,White,White,66.8,0.02,0.12,0,30.61,6,rural,508,4000,12.7,2
20083,White,White,88.11,0.05,1.92,0,7.94,6,rural,210,1810,11.602209944751381,2
20085,White,White,83.88,0.21,0.54,0.14,4.62,4,suburban,1305,13092,9.967919340054996,1
20087,White,White,93.58,0.73,0.02,0,2.74,4,suburban,1484,18582,7.986223226778604,1
20089,White,White,95.15,0.35,0.17,0.14,2.39,6,rural,453,2850,15.894736842105264,3
20091,White,White,79.92,4.58,5.05,0.03,7.66,2,urban,32365,579887,5.5812597971673785,1
20093,White,White,66.85,0.38,0.38,0,31.71,5,rural,763,3837,19.8853270784467,4
20095,White,White,93.13,0.46,0.03,0,3.58,3,suburban,562,7345,7.65146358066712,1
20097,White,White,88.66,0.64,0.76,0,6.39,6,rural,194,2334,8.31191088260497,1
20099,White,White,85.42,4.72,0.15,0,4.53,5,rural,3553,19898,17.856065936275005,3
20101,White,White,91.05,0,1.21,0.26,6.71,6,rural,209,1630,12.822085889570554,2
20103,White,White,78.9,8.19,1.45,0.1,7.01,2,urban,6643,74258,8.945837485523445,1
20105,White,White,94.74,0.16,0,0,3.35,6,rural,273,2968,9.19811320754717,1
20107,White,White,93.55,0.55,0.52,0,2.7,2,urban,1575,9549,16.49387370405278,3
20109,White,White,90.05,0.07,0,0,6.13,6,rural,210,2774,7.570295602018745,1
20111,White,White,71.1,2.23,2.07,0,21.23,5,rural,5483,31605,17.348520803670304,3
20113,White,White,91.58,1.08,0.68,0,4.22,5,rural,2712,27281,9.940984568014368,1
20115,White,White,92.55,0.72,0.28,0,3.74,6,rural,1047,11250,9.306666666666667,1
20117,White,White,94.61,0.31,0.39,0.26,2.52,6,rural,904,9590,9.426485922836287,1
20119,White,White,75.45,0.62,0.72,0,20.48,6,rural,503,4139,12.152693887412418,2
20121,White,White,92.7,1.49,0.57,0,3.23,2,urban,2509,32402,7.7433491759767925,1
20123,White,White,94.92,0.72,0.28,0,2.44,6,rural,972,5961,16.305988928032207,3
20125,White,White,79.43,4.94,0.97,0.18,6.76,5,rural,5860,32060,18.278228321896446,3
20127,White,White,91.57,0.2,0.43,0,5.01,6,rural,514,5474,9.38984289367921,1
20129,White,White,71.21,0.8,0.62,0,23.38,6,rural,204,2754,7.4074074074074066,1
20131,White,White,95.14,0.72,0.12,0,2.1,6,rural,978,9790,9.989785495403474,1
20133,White,White,89.78,1.21,0.07,0,5.57,6,rural,2719,15575,17.457463884430176,3
20135,White,White,87.34,0.52,0.35,0,10.22,6,rural,216,2895,7.461139896373056,1
20137,White,White,89,2.77,0.5,0,5.2,6,rural,588,4648,12.650602409638553,2
20139,White,White,93.24,0.59,0.19,0.01,3.25,4,suburban,1989,15603,12.747548548356086,2
20141,White,White,94.45,0.48,0.08,0,2.15,6,rural,468,3489,13.413585554600171,2
20143,White,White,94.09,0.98,0.62,0,2.71,5,rural,604,5790,10.431778929188255,1
20145,White,White,84.13,4.4,0.06,0,7.71,6,rural,488,5609,8.700303084328757,1
20147,White,White,93.65,0.62,0.54,0.09,3.37,6,rural,513,5291,9.695709695709697,1
20149,White,White,89.88,1.3,0.78,0,5.18,4,suburban,2242,23213,9.658381079567484,1
20151,White,White,88.34,2.53,0.11,0,7.15,6,rural,1065,9178,11.603835258226193,2
20153,White,White,89.81,0.64,0.12,0,7.19,6,rural,227,2455,9.246435845213849,1
20155,White,White,84.05,2.71,0.56,0.01,9.48,5,rural,8021,60218,13.319937560197948,2
20157,White,White,95.41,1.14,0.24,0,2.04,6,rural,490,4587,10.682363200348812,1
20159,White,White,83.13,1.69,0.77,0.14,11.39,6,rural,1527,9028,16.914045192733717,3
20161,White,White,76.52,6.09,4.91,0.19,8.33,4,suburban,14169,65560,21.612263575350823,4
20163,White,White,94.12,1.74,0.08,0.22,2.51,6,rural,392,4916,7.973962571196094,1
20165,White,White,92.42,0.2,0.56,0,3.24,6,rural,298,3029,9.838230439088807,1
20167,White,White,92.31,2.3,0,0.33,3.41,6,rural,439,6859,6.400349905233998,1
20169,White,White,80.17,2.78,2.25,0.03,11.28,5,rural,6555,53525,12.24661373190098,2
20171,White,White,81.43,0,1.24,0.06,15.58,6,rural,112,4863,2.3031050791692373,1
20173,White,White,68.07,8.58,4.28,0.04,14.57,3,suburban,70537,505333,13.958518442294487,2
20175,Hispanic,Non-White,30.09,4.51,2.65,0,61.23,5,rural,3687,22098,16.684767852294325,3
20177,White,White,73.94,8.31,1.48,0.02,12.35,4,suburban,22228,173670,12.798986583750791,2
20179,White,White,92.98,1,0,0,5.11,6,rural,126,2470,5.101214574898785,1
20181,White,White,83.61,0.71,0.93,0,12.16,6,rural,1106,5803,19.059107358262967,3
20183,White,White,94.68,0.33,0.74,0,2.23,6,rural,459,3588,12.792642140468228,2
20185,White,White,83.38,0.29,0.1,0,13.35,6,rural,568,4060,13.990147783251231,2
20187,White,White,57.65,0,0,0,40.59,6,rural,298,2034,14.650934119960668,2
20189,White,White,60.56,0.77,0.32,0,36.41,6,rural,1008,5571,18.093699515347332,3
20191,White,White,89.57,0.96,0.63,0,5.42,3,suburban,2816,22659,12.42773290966062,2
20193,White,White,90.04,2.14,0.92,0,6.53,6,rural,823,7419,11.093139237093947,2
20195,White,White,95.07,0.11,1.69,0,2.15,6,rural,212,2775,7.63963963963964,1
20197,White,White,92.16,0.54,1.28,0.04,3.85,4,suburban,385,6759,5.696108891847906,1
20199,White,White,91.55,0.19,0.38,0,4.7,6,rural,181,1553,11.654861558274309,2
20201,White,White,95.74,0.11,0.15,0,3.59,6,rural,698,5370,12.998137802607076,2
20203,White,White,61.74,0.94,0.66,0,35.21,6,rural,92,2113,4.353999053478467,1
20205,White,White,92.02,0.46,0.01,0.03,3.21,6,rural,1230,8526,14.42646023926812,2
20207,White,White,92.68,0.44,0,0,0.38,6,rural,683,3107,21.982619890569683,4
20209,White,Non-White,40.88,21.71,4.55,0.21,28.89,2,urban,32629,162507,20.078519694536233,4
21001,White,White,93.28,3.1,0.51,0,1.96,6,rural,3866,17890,21.60983789826719,4
