GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat,poverty_estimate,population,pctpov,poverty_quantile
29143,White,White,79.86,15.31,0,0,1.88,6,rural,4005,17357,23.074263985711816,4
29145,White,White,86.11,0.87,1.43,0.99,5.32,4,suburban,7924,57174,13.859446601602126,2
29147,White,White,92.59,2.76,1.37,0.13,1.73,5,rural,4543,19462,23.342924673723154,4
29149,White,White,94.04,0.15,0.48,0.11,1.83,6,rural,2493,10433,23.895332119237036,4
29151,White,White,98.5,0.18,0.03,0,0.82,4,suburban,953,13318,7.155729088451719,1
29153,White,White,95.29,0.07,0.51,0,1.8,6,rural,2384,9074,26.27286753361252,4
29155,White,White,68.52,27.17,0,0.01,2.61,6,rural,4672,16720,27.942583732057418,4
29157,White,White,95.15,0.56,1.08,0,2.29,6,rural,1535,18787,8.170543460903817,1
29159,White,White,84.92,3.5,0.66,0.03,8.66,5,rural,7114,41398,17.184405043721917,3
29161,White,White,88.73,2.22,3.61,0,2.55,5,rural,9293,41658,22.307840030726393,4
29163,White,White,88.06,7.25,0.35,0.08,2.25,6,rural,2256,16129,13.987227974455948,2
29165,White,White,81.01,6.69,2.7,0.44,6.04,2,urban,6701,97737,6.856154782733253,1
29167,White,White,93.74,0.93,0.25,0.08,2.44,3,suburban,4385,30143,14.547324420263411,2
29169,White,White,69.38,10.66,2.42,0.58,11.21,5,rural,6236,43211,14.431510495012844,2
29171,White,White,95.96,0.1,0.13,0,0.48,6,rural,859,4738,18.130012663571126,3
29173,White,White,95.46,1.25,0.58,0,1.25,5,rural,1258,10085,12.473971244422408,2
29175,White,White,88.48,5.77,0.64,0.02,2.1,5,rural,3507,22696,15.452062037363412,3
29177,White,White,93.66,1.32,0.19,0,2.47,2,urban,3344,22552,14.827953174884712,2
29179,White,White,93.74,2.03,0.3,0.21,0.79,6,rural,1114,6133,18.164030653839884,3
29181,White,White,95.05,0.69,0.4,0.22,1.45,6,rural,3633,13528,26.855410999408637,4
29183,White,White,87.14,4.39,2.54,0.03,3.29,2,urban,21444,381682,5.618289570899336,1
29185,White,White,94.49,0.73,0.38,0,1.28,6,rural,1591,9054,17.57234371548487,3
29186,White,White,95.66,1.96,0.57,0,1.18,6,rural,2571,17571,14.632064196687725,2
29187,White,White,91.77,4.39,0.52,0.02,1.57,5,rural,9656,59379,16.261641321005744,3
29189,White,White,66.04,24.09,4.29,0.03,2.89,2,urban,94394,977860,9.65312007853885,1
29195,White,White,80.27,4.79,0.81,1.06,10.19,5,rural,3553,21772,16.319125482270806,3
29197,White,White,96.9,0.46,0.26,0,1.67,5,rural,690,4409,15.649807212519844,3
29199,White,White,99.27,0,0,0,0,6,rural,753,4778,15.759732105483465,3
29201,White,White,83.24,11.63,0.41,0,2.31,5,rural,7844,37904,20.694385816800338,4
29203,White,White,93.87,0.17,0,0,1.87,6,rural,2312,8102,28.536163910145646,4
29205,White,White,95.21,1.61,0.27,0,1.71,6,rural,870,5782,15.0466966447596,3
29207,White,White,95.39,1.49,0.01,0,1.75,6,rural,4670,28900,16.15916955017301,3
29209,White,White,94.8,0.2,0.23,0.09,2.31,5,rural,3930,31112,12.63178194908717,2
29211,White,White,76.79,2.27,0.1,0.14,18.3,6,rural,1080,6146,17.57240481614058,3
29213,White,White,88.79,1.38,0.99,0.02,5.92,5,rural,9144,53033,17.242094544906003,3
29215,White,White,91.01,2.18,0.74,0,2.12,6,rural,5874,24204,24.26871591472484,4
29217,White,White,93.92,0.54,0.72,0,2.16,6,rural,2719,19925,13.646173149309911,2
29219,White,White,91.67,2,0.5,0.05,3.4,2,urban,4486,33640,13.335315101070154,2
29221,White,White,94.24,2.13,0.21,0.29,1.39,6,rural,4767,23668,20.141118810207875,4
29223,White,White,94.84,0.55,0.27,0,1.8,6,rural,3145,13074,24.05537708428943,4
29225,White,White,94.06,0.91,0.38,0.21,2.07,3,suburban,6207,36849,16.844419115851174,3
29227,White,White,96.4,0.54,0.15,0,1.53,6,rural,302,1983,15.229450327786182,3
29229,White,White,95,0.53,0.25,0.15,1.89,6,rural,4460,17927,24.878674624867518,4
29510,Black,Non-White,43.64,46.23,3.34,0.05,4.02,1,urban,73172,302576,24.183015176352388,4
30001,White,White,90.3,0.07,0.63,0.05,4.94,6,rural,1421,8938,15.898411277690757,3
30003,White,Non-White,26.77,0.03,0.09,0.04,6.36,6,rural,3454,13187,26.192462273451127,4
30005,White,Non-White,44.56,0.4,0.1,0,3.54,6,rural,1961,6616,29.640266021765417,4
30007,White,White,94.4,0.08,0,0,2.79,6,rural,400,5791,6.9072699015714045,1
30009,White,White,94.26,0.41,0.28,0,2.46,4,suburban,1061,10458,10.1453432778734,1
30011,White,White,96.84,0,0,0,0.08,6,rural,173,1296,13.348765432098766,2
30013,White,White,85.22,1.29,0.68,0.08,4.51,4,suburban,10178,79553,12.793986399004437,2
30015,White,White,76.92,0.24,0.56,0.03,2.63,6,rural,1086,5733,18.94296180010466,3
30017,White,White,91.8,0.63,0.09,0.17,3.42,6,rural,1113,11371,9.788057338844428,1
30019,White,White,93.01,0,0.81,0,2.66,6,rural,72,1728,4.166666666666666,1
30021,White,White,92.26,0.78,0.24,0,3.12,6,rural,830,8640,9.606481481481481,1
30023,White,White,90.12,0.75,0.76,0,3.46,6,rural,1634,8503,19.21674703045984,3
30025,White,White,94.35,0.03,1.75,0,1.99,6,rural,266,2736,9.722222222222223,1
30027,White,White,94.06,0.13,0.59,1.86,0.93,6,rural,1534,11082,13.842266738855802,2
30029,White,White,92.76,0.34,0.7,0.05,2.83,5,rural,11368,96940,11.726841345161956,2
30031,White,White,91.61,0.39,1.35,0.01,3.73,5,rural,12023,101101,11.892068327711893,2
30033,White,White,99.23,0.68,0,0,0.1,6,rural,60,1141,5.258545135845749,1
30035,White,Non-White,29.94,0.28,0.04,0.09,3.28,6,rural,4467,13397,33.34328581025603,4
30037,White,White,89.56,0,0,0,6.73,4,suburban,105,724,14.502762430939226,2
30039,White,White,94.26,0.09,0.06,0,2.27,6,rural,263,3211,8.190594830270943,1
30041,White,White,69.18,0.32,0.37,0,3.79,6,rural,3098,15989,19.37582087685284,3
30043,White,White,92.66,0.38,0.05,0,2.56,5,rural,1018,11619,8.761511317669335,1
30045,White,White,92.68,0,0,0,3.58,6,rural,268,1951,13.736545361353153,2
30047,White,White,65.04,0.3,0.28,0.13,4.58,6,rural,6184,29320,21.091405184174626,4
30049,White,White,91.37,0.27,0.66,0.07,3.33,5,rural,7366,65548,11.237566363580887,2
30051,White,White,98.3,0,0,0,1.23,6,rural,322,2258,14.260407440212578,2
30053,White,White,92.62,0.2,0.4,0.24,3.13,6,rural,3552,19166,18.53281853281853,3
30055,White,White,88.77,0,1.62,0,3.74,6,rural,124,1603,7.735495945102933,1
30057,White,White,92.46,0.02,0.04,0,4.48,6,rural,860,8125,10.584615384615384,1
30059,White,White,92.64,0.05,0.16,0,4.66,6,rural,292,1942,15.036045314109167,3
30061,White,White,91.41,0.8,0.85,0,1.32,6,rural,705,4153,16.9756802311582,3
30063,White,White,89.24,0.6,1.83,0.07,3.27,4,suburban,16787,112980,14.858382014515845,2
30065,White,White,91.12,0,0.9,0,3.08,6,rural,898,4726,19.001269572577232,3
30067,White,White,93.34,0.45,0.31,0.12,3.09,6,rural,2007,16073,12.486779070490886,2
30069,White,White,94.48,0,5.52,0,0,6,rural,35,419,8.353221957040573,1
30071,White,White,83.81,0,0.29,0,2.8,6,rural,603,4058,14.859536717594873,2
30073,White,White,81.18,0.13,0.1,0,2.04,6,rural,1186,5943,19.95625105165741,4
30075,White,White,93.03,0,0,0,3.17,6,rural,164,1576,10.406091370558377,1
30077,White,White,89.38,0.93,0.38,0,1.74,6,rural,666,5237,12.717204506396792,2
30079,White,White,97.76,0,0.8,0,1.28,6,rural,146,1309,11.153552330022919,2
30081,White,White,92.95,0.11,0.53,0,3.5,6,rural,5924,41555,14.255805558897846,2
30083,White,White,88.82,0,0.03,0.16,5.43,6,rural,609,11311,5.384139333392273,1
30085,White,Non-White,34.35,0.21,0.6,0,3.96,6,rural,3087,10913,28.287363694676078,4
30087,White,White,54.83,0.17,1.04,0,5.17,6,rural,1707,9112,18.73353819139596,3
30089,White,White,90.11,0.31,0.42,0.01,3.01,6,rural,2210,11335,19.49713277459197,4
30091,White,White,91.07,0,0.26,0,3.79,6,rural,386,3524,10.953461975028377,1
30093,White,White,90.44,0.55,0.74,0.01,4.56,5,rural,6464,33865,19.087553521334712,3
30095,White,White,92.78,0.08,0.34,0,3.95,6,rural,599,9367,6.394790220988576,1
30097,White,White,94.11,0,0.27,0,2.26,6,rural,287,3618,7.932559425096739,1
30099,White,White,93.61,0.53,0.26,0,1.63,6,rural,797,6000,13.283333333333333,2
30101,White,White,87.08,0.47,0.43,0,4.01,6,rural,645,4290,15.034965034965033,3
30103,White,White,94.31,0,4.19,0,0.6,6,rural,124,777,15.958815958815958,3
30105,White,White,84.5,0.39,0.21,0.15,2.72,6,rural,670,7399,9.055277740235166,1
30107,White,White,93.37,0,0.33,0,3.13,6,rural,365,2116,17.24952741020794,3
30109,White,White,93.23,0,0.71,0,4.9,6,rural,180,1139,15.803336259877085,3
30111,White,White,86.36,0.48,0.69,0.09,5.61,4,suburban,15259,153945,9.911981551852934,1
31001,White,White,85.89,0.6,1.25,0.02,10.3,5,rural,3900,29904,13.041733547351525,2
31003,White,White,95.11,0.91,0.24,0,3.31,6,rural,790,6284,12.571610439210692,2
31005,White,White,95.78,0,0,0,0.47,6,rural,43,418,10.287081339712918,1
31007,White,White,90.3,0,1.39,0,6.09,5,rural,67,694,9.654178674351584,1
31009,White,White,100,0,0,0,0,6,rural,60,480,12.5,2
31011,White,White,96.36,0.32,0.55,0.06,2.18,6,rural,316,5207,6.068753600921836,1
31013,White,White,81.4,1.36,1.08,0,12.54,6,rural,1291,10878,11.867990439419012,2
31015,White,White,94.99,0.57,0.98,0,0.93,6,rural,213,2003,10.634048926610085,1
31017,White,White,95.56,0.03,0.46,0,1.79,6,rural,446,2935,15.195911413969334,3
31019,White,White,87.02,0.88,1.31,0,9,5,rural,6554,46567,14.074344492881224,2
31021,White,White,92.93,0.48,0.78,0,3.07,6,rural,751,6425,11.688715953307394,2
31023,White,White,94.42,0.15,0.35,0,3.57,6,rural,590,7887,7.480664384430074,1
31025,White,White,93.58,0.34,0.24,0.22,3.35,3,suburban,1623,25240,6.430269413629159,1
31027,White,White,96.43,0.15,0.02,0,2.06,6,rural,759,8336,9.105086372360844,1
31029,White,White,87.05,0.05,0.26,0,12.29,6,rural,308,3656,8.424507658643327,1
31031,White,White,87.9,0.02,0.48,0.12,2.51,6,rural,597,5707,10.460837567899071,1
31033,White,White,89.5,0.83,0.69,0.02,6.99,6,rural,974,9733,10.007192027124216,1
31035,White,White,89.23,0.21,0.08,0,8.85,6,rural,699,6129,11.404796867351934,2
31037,White,Non-White,48.94,3.74,0.74,0.21,45.45,6,rural,1291,10421,12.388446406294982,2
31039,White,White,88.11,0.1,0.3,0.12,10.11,6,rural,615,8824,6.969628286491387,1
31041,White,White,94.57,0.16,0.76,0,3.21,6,rural,1189,10570,11.248817407757805,2
31043,White,Non-White,47.98,5.07,3.29,0,38.78,4,suburban,3312,20006,16.555033489953015,3
31045,White,White,85.11,3.97,0.67,0,5.36,6,rural,1124,7822,14.36972641268218,2
31047,White,White,58.79,6.15,0.63,0.22,33.26,5,rural,3078,23426,13.13924699052335,2
31049,White,White,87.82,0.16,0.6,0,8.52,6,rural,188,1850,10.162162162162163,1
31051,White,White,84.25,0.44,0.38,0,13.74,4,suburban,707,5660,12.491166077738516,2
31053,White,White,83.67,0.76,0.35,0.16,12.87,5,rural,4862,35592,13.660373117554506,2
31055,White,White,69.4,10.93,3.79,0.04,12.55,3,suburban,68984,542375,12.718875316893294,2
31057,White,White,87.61,0.21,0,0,11.81,6,rural,203,1979,10.257705912076807,1
31059,White,White,93.64,0.38,0.56,0,3.93,6,rural,533,5341,9.979404605879049,1
31061,White,White,95.68,0.5,0.2,0.1,2.31,6,rural,406,2934,13.83776414451261,2
31063,White,White,96.1,0.57,0.08,0,1.25,6,rural,257,2490,10.32128514056225,1
31065,White,White,93.36,0.13,0.29,0,4.3,6,rural,507,4669,10.858856286142643,1
31067,White,White,94.47,0.6,0.66,0,2.54,5,rural,2079,21141,9.83397190293742,1
31069,White,White,94.26,0.16,0.16,0,4.61,6,rural,165,1820,9.065934065934066,1
31071,White,White,97.05,0.35,0.2,0,1.85,6,rural,145,1921,7.548152004164497,1
31073,White,White,92.6,0.25,0.35,0.3,5.02,5,rural,101,1977,5.108750632271118,1
31075,White,White,95.71,0.83,0,0,1.25,6,rural,137,689,19.88388969521045,4
31077,White,White,96.14,0.42,0.17,0,2.1,6,rural,226,2373,9.523809523809524,1
31079,White,White,66.67,2.47,1.09,0.23,27.73,4,suburban,7810,60118,12.991117468977679,2
31081,White,White,94.68,0.18,0.36,0.07,3.53,4,suburban,443,9004,4.920035539760106,1
31083,White,White,95.4,0.53,0.2,0.03,2.61,6,rural,381,3387,11.2488928255093,2
31085,White,White,91.71,0,0,0,8.29,6,rural,117,943,12.407211028632027,2
31087,White,White,99.15,0.07,0,0,0.53,6,rural,352,2780,12.661870503597122,2
31089,White,White,93.27,0.14,0.56,0.04,4.87,6,rural,849,10067,8.433495579616569,1
31091,White,White,91.92,1.01,0,0,6.49,6,rural,112,657,17.04718417047184,3
31093,White,White,95.5,0.16,0.22,0.03,2.54,4,suburban,672,6392,10.513141426783479,1
31095,White,White,93.46,0.63,0.21,0,4.27,6,rural,846,7073,11.960978368443376,2
31097,White,White,80.39,6.06,1.57,0,10.21,6,rural,386,4117,9.375759047850377,1
31099,White,White,92.1,0.11,0.49,0,6.28,5,rural,682,6460,10.557275541795667,1
31101,White,White,89.69,1.21,0.74,0.14,7.24,6,rural,940,8017,11.725084196083323,2
31103,White,White,98.55,0,0,0,0.92,6,rural,48,792,6.0606060606060606,1
31105,White,White,86.21,0.08,0.33,0,9.55,6,rural,341,3608,9.451219512195122,1
31107,White,White,85.64,0.4,0.32,0.02,2.87,6,rural,899,8238,10.912842923039573,1
31109,White,White,81.22,3.81,4.19,0.07,7.05,3,suburban,38952,296676,13.129474578327875,2
31111,White,White,87.73,1.24,0.86,0.03,8.64,5,rural,4198,34471,12.178352818311044,2
31113,White,White,94.39,0,0,0,4.75,5,rural,69,878,7.858769931662871,1
31115,White,White,97.85,0,0,0,1.82,6,rural,48,585,8.205128205128204,1
31117,White,White,98.48,0,0,0,1.52,5,rural,77,454,16.96035242290749,3
31119,White,White,79.73,1.26,1.71,0,15.01,5,rural,5393,34101,15.81478549016158,3
31121,White,White,92.49,0.46,0.44,0,4.48,4,suburban,806,7627,10.567719942310214,1
31123,White,White,81.76,0.77,0.48,0,15.42,6,rural,408,4667,8.742232697664452,1
31125,White,White,96.44,0.4,0,0,2.79,6,rural,390,3447,11.314186248912097,2
31127,White,White,93.8,1.49,0.76,0.03,2.78,6,rural,801,6481,12.359203826569974,2
31129,White,White,94.6,0.14,1.77,0.12,2.8,6,rural,509,4185,12.162485065710872,2
31131,White,White,88.76,0.41,0.34,0,8.08,6,rural,1740,15562,11.18108212312042,2
31133,White,White,95.43,0.15,0,0,1.81,6,rural,412,2637,15.623814941221084,3
31135,White,White,95.17,0.14,0,0,4.21,6,rural,159,2871,5.538140020898641,1
31137,White,White,92.19,0.36,0.15,0,5.7,6,rural,773,8816,8.76814882032668,1
31139,White,White,96.16,0.21,0.62,0.18,1.53,5,rural,507,6987,7.256333190210391,1
31141,White,White,78.36,0.54,0.75,0.02,18.98,5,rural,2688,32561,8.255274715150026,1
31143,White,White,92.82,0.08,0,0,5.51,6,rural,405,5165,7.841239109390126,1
31145,White,White,91.7,0.61,0.07,0,5.26,6,rural,1011,10385,9.735194992778046,1
31147,White,White,92.19,0.2,0.08,0,1.95,6,rural,1036,7836,13.221031138335887,2
31149,White,White,96.53,1.49,0,0,1.2,6,rural,96,1290,7.441860465116279,1
31151,White,White,69,2.26,1.97,0,25.34,6,rural,1798,13277,13.54221586201702,2
31153,White,White,80.96,3.66,2.53,0.11,9.32,3,suburban,9521,176379,5.398034913453416,1
31155,White,White,95.26,0.49,0.42,0,2.28,3,suburban,1752,20757,8.440526087584912,1
31157,White,White,72,0.74,0.66,0,23.82,5,rural,4731,35279,13.410244054536694,2
31159,White,White,94.68,0.55,0.49,0,2.63,3,suburban,1176,15655,7.511977004152028,1
31161,White,White,81.11,2.08,0.8,0.04,5.52,6,rural,934,5182,18.023928984947897,3
31163,White,White,96.34,0.16,0.3,0.03,2.24,6,rural,339,2973,11.402623612512613,2
31165,White,White,92.62,0.41,0,0,3.36,5,rural,135,1266,10.66350710900474,1
31167,White,White,91.81,1.46,0.49,0,5.54,5,rural,525,5939,8.839872032328675,1
31169,White,White,94.9,0.49,0,0,2.59,6,rural,416,4929,8.439845810509231,1
31171,White,White,95.04,0,0,0,0,6,rural,69,645,10.69767441860465,1
31173,White,Non-White,35.73,0.19,0.82,0,5.95,6,rural,1992,7042,28.287418347060495,4
31175,White,White,94.75,0.48,0,0,3.4,6,rural,438,4137,10.587382160986222,1
31177,White,White,94.5,0.86,0.26,0.07,2.91,3,suburban,1611,19879,8.104029377735298,1
31179,White,White,89.93,1.45,0.46,0,5.97,6,rural,1150,8126,14.152104356386907,2
31181,White,White,91.52,0.28,0,0.23,5.12,6,rural,383,3470,11.037463976945244,1
31183,White,White,96.93,0,0.26,0,2.55,6,rural,76,822,9.245742092457421,1
31185,White,White,90.53,1.56,0.42,0,5.16,6,rural,1298,12790,10.148553557466771,1
32001,White,White,73.22,2.44,2.79,0.07,13.92,5,rural,3006,23483,12.800749478346038,2
32003,White,Non-White,42.77,11.23,9.55,0.68,31.14,1,urban,299169,2114421,14.1489797916309,2
32005,White,White,80.77,0.74,1.64,0.18,12.69,5,rural,4434,47526,9.329630097209948,1
32007,White,White,66.74,0.49,1.12,0.15,24.38,5,rural,6124,51417,11.910457630744695,2
32009,White,White,79.88,2.58,0,0,15.79,6,rural,70,976,7.172131147540983,1
32011,White,White,89.89,0.05,0.7,0,4.36,5,rural,141,1825,7.726027397260274,1
32013,White,White,65.37,0.65,0.65,0,27.02,5,rural,1924,16694,11.525098837905833,2
32015,White,White,64.08,0.07,0.11,0,31.17,6,rural,851,5703,14.921970892512713,2
32017,White,White,86.95,3.8,0.89,0,6.89,6,rural,313,4632,6.7573402417962,1
32019,White,White,74.88,0.74,1.3,0.17,17.11,5,rural,6159,52888,11.645363787626682,2
32021,White,White,60.31,5.13,1.28,0,11.64,6,rural,1033,4376,23.606032906764167,4
32023,White,White,76.3,1.86,1.63,0.53,14.68,5,rural,6967,43113,16.159858975251083,3
32027,White,White,65.15,3.54,0.98,0.26,24.44,6,rural,711,4701,15.124441608168473,3
32029,White,White,84.6,1.68,0.93,0,3.23,3,suburban,312,3927,7.944996180290298,1
32031,White,White,63.08,2.15,5.22,0.6,24.44,3,suburban,54171,445117,12.17005865873467,2
32033,White,White,71.59,5.61,0.9,0.12,16.17,6,rural,898,8265,10.865093768905021,1
32510,White,White,66.98,1.96,2.62,0.04,24.15,4,suburban,7148,52340,13.65685899885365,2
33001,White,White,95,0.62,0.93,0.02,1.67,5,rural,5169,59706,8.657421364686966,1
33003,White,White,95.83,0.47,0.68,0.02,1.48,6,rural,4532,47206,9.600474515951362,1
33005,White,White,94.1,0.73,1.26,0.05,1.85,5,rural,7105,71648,9.91653640017865,1
33007,White,White,92.04,2.43,0.53,0.09,2.95,5,rural,3774,29599,12.750430757795872,2
33009,White,White,90.65,1.03,3.67,0.05,2.39,5,rural,8250,83167,9.9197999206416,1
33011,White,White,84.45,2.34,4.02,0.03,6.77,3,suburban,32560,402633,8.086768844083817,1
33013,White,White,92.42,1.36,2.09,0.01,2.16,5,rural,10317,142703,7.229700847214144,1
33015,White,White,92.53,0.75,2.06,0.01,2.99,2,urban,14207,302646,4.694263264672258,1
33017,White,White,90.63,0.94,3.3,0.04,2.5,2,urban,11869,118964,9.976967822198313,1
33019,White,White,95.01,0.65,0.8,0,1.56,5,rural,4569,42392,10.777976976788073,1
34001,White,White,56.4,14.01,7.85,0.04,18.85,3,suburban,37471,262851,14.25560488641854,2
34003,White,White,56.56,5.29,16.24,0.03,19.91,2,urban,64674,919555,7.033184529473495,1
34005,White,White,67.43,16.04,5.02,0.04,8.04,2,urban,28151,434384,6.480671479612508,1
34007,White,White,56.67,18.26,5.71,0.02,16.77,2,urban,62871,500400,12.564148681055157,2
34009,White,White,85.27,4.43,0.92,0,7.68,4,suburban,10140,91511,11.080635114904219,2
34011,White,Non-White,46.41,18.1,1.32,0.01,30.71,4,suburban,24830,141164,17.58947040321895,3
34013,Black,Non-White,30.55,38.45,5.28,0.01,23.03,1,urban,127250,774125,16.437913773615374,3
34015,White,White,78.5,9.77,3.09,0.01,6.2,2,urban,21275,286910,7.415217315534488,1
34017,Hispanic,Non-White,28.79,10.54,14.95,0.07,43.08,1,urban,107718,660845,16.300040100174776,3
34019,White,White,85.53,2.4,4.11,0.04,6.54,2,urban,5828,120984,4.817165906235536,1
34021,White,Non-White,49.71,19.85,11.07,0.02,17.53,3,suburban,40026,352651,11.350031617661655,2
34023,White,Non-White,43.06,9.53,23.94,0.03,21.16,2,urban,67432,796219,8.469026737618671,1
34025,White,White,75.24,6.71,5.38,0.04,10.8,2,urban,45873,617480,7.429066528470559,1
34027,White,White,71.39,3.18,10.26,0.01,13.31,2,urban,22607,486906,4.642990638850209,1
34029,White,White,84.67,2.77,1.85,0.03,9.21,2,urban,62837,584619,10.748367740357395,1
34031,Hispanic,Non-White,41.3,10.43,5.11,0.02,41.54,2,urban,82823,496327,16.687184054061134,3
34033,White,White,74.25,12.87,1.05,0.05,9.01,2,urban,8067,62032,13.00457828217694,2
34035,White,White,56.29,9.23,17.59,0.01,14.65,2,urban,15319,326701,4.688996972767148,1
34037,White,White,86.29,2.11,2.04,0,8.21,2,urban,7191,140897,5.103728255392237,1
34039,White,Non-White,39.5,20.07,5.04,0,31.59,1,urban,53602,546615,9.80617070515811,1
34041,White,White,81.68,4.36,2.66,0,9.27,3,suburban,8147,104650,7.7849976110845684,1
35001,Hispanic,Non-White,38.68,2.47,2.52,0.06,49.99,3,suburban,116628,669414,17.422402280203283,3
35003,White,White,80.91,0,0,0,19.03,6,rural,810,3530,22.946175637393768,4
35005,Hispanic,Non-White,38.88,1.43,0.9,0.01,56.75,5,rural,13111,63555,20.629376130910234,4
35006,Hispanic,Non-White,19.31,0.88,0.15,0.03,38.36,5,rural,6758,25490,26.512357787367595,4
35007,Hispanic,Non-White,46.74,0.67,0.43,0,49.4,6,rural,2797,11770,23.763806287170773,4
35009,White,Non-White,47.63,4.95,1.26,0.26,42.17,5,rural,10119,49118,20.601408852151962,4
35011,Hispanic,Non-White,44.41,1.57,0,0,53.48,6,rural,340,2029,16.757023164120255,3
35013,Hispanic,Non-White,27.24,1.61,1.05,0.03,68.26,4,suburban,58023,209785,27.658316848201732,4
35015,Hispanic,Non-White,46.79,1.45,0.46,0,49.13,5,rural,8663,56563,15.315665717872108,3
35017,Hispanic,Non-White,45.81,0.87,0.47,0.01,50.49,5,rural,5970,27404,21.78514085534958,4
35019,Hispanic,Non-White,19.39,0.57,0.21,0,73.9,6,rural,538,3703,14.528760464488252,2
35021,White,White,58.96,0,0,0.68,39.68,6,rural,84,459,18.30065359477124,3
35023,Hispanic,Non-White,39,1.26,0,0,58.11,6,rural,1199,4267,28.099367236934615,4
35025,Hispanic,Non-White,35.41,3.4,0.57,0.02,58.67,5,rural,11203,67539,16.587453175202477,3
35027,White,White,64.91,0.52,0.07,0,33.18,6,rural,3134,19294,16.24339172799834,3
35028,White,White,71.82,0.57,4.97,0,17.97,5,rural,959,18266,5.250191612832586,1
35029,Hispanic,Non-White,29.51,1.31,0.83,0,67.06,5,rural,7206,23890,30.163248221012978,4
35031,Hispanic,Non-White,8.64,0.56,0.98,0.04,14.25,5,rural,25986,72225,35.979231568016615,4
35033,Hispanic,Non-White,15.72,0.04,0,0,81.48,6,rural,881,4555,19.341383095499452,3
35035,White,Non-White,48.86,3.23,1.25,0.15,38.28,5,rural,13232,62297,21.24018813104965,4
35037,White,Non-White,49.62,1.61,0.6,0.19,45.29,6,rural,1828,8287,22.058646072161217,4
35039,Hispanic,Non-White,12.44,0.44,0.48,0.03,71.24,5,rural,,,,
35041,White,White,51.83,2.41,0.5,0.07,42.12,5,rural,4601,17948,25.635168263873414,4
35043,White,Non-White,43.49,2.07,1.18,0.13,38.91,3,suburban,19895,139601,14.251330577861191,2
35045,White,Non-White,38.19,0.67,0.64,0.06,20.29,4,suburban,26707,125375,21.301694915254238,4
35047,Hispanic,Non-White,17.83,0.93,0.97,0,77.74,5,rural,7319,26454,27.666893475466846,4
35049,Hispanic,Non-White,42.78,0.89,1.21,0.07,51.21,4,suburban,18675,146392,12.756844636318926,2
35051,White,White,64.69,0.4,0.75,0,30.35,6,rural,2690,10823,24.85447657765869,4
35053,Hispanic,Non-White,34.19,0.56,3.25,0,49.76,6,rural,4796,16475,29.11077389984825,4
35055,Hispanic,Non-White,35.27,0.16,0.79,0,56.89,5,rural,6346,32696,19.40910203082946,3
35057,White,White,54.69,0.78,0.15,0,43.09,3,suburban,3870,15009,25.78452928243054,4
35059,White,White,51.29,1.43,0.02,0,42.34,6,rural,496,3517,14.102928632357123,2
35061,Hispanic,Non-White,32.6,1.06,0.51,0,60.58,3,suburban,14422,74127,19.455798831734725,3
36001,White,White,72.17,11.5,6.56,0.04,5.97,3,suburban,34919,291649,11.972953790343873,2
36003,White,White,94.4,1.42,1.17,0.03,1.63,6,rural,7146,41985,17.020364415862808,3
36005,Hispanic,Non-White,9.14,29.23,3.59,0.03,56.03,1,urban,407528,1402787,29.051309999308515,4
36007,White,White,83.38,5.15,4.33,0.02,4.21,4,suburban,31349,184464,16.994643941365254,3
36009,White,White,90.58,1.41,0.79,0,2.1,5,rural,12411,75149,16.5151898228852,3
36011,White,White,90.09,4.1,0.56,0.01,2.95,5,rural,8563,73276,11.685954473497462,2
36013,White,White,87.44,2.35,0.56,0.05,7.48,5,rural,23241,124066,18.732771266906322,3
36015,White,White,86.23,5.9,1.34,0.01,3.08,4,suburban,11996,80919,14.82470124445433,2
36017,White,White,94.74,0.88,0.43,0,2.19,6,rural,6796,47535,14.296833911854423,2
36019,White,White,89.93,4.07,1.41,0.02,2.91,5,rural,11182,73035,15.31046758403505,3
36021,White,White,86.35,4.31,1.74,0,4.77,5,rural,7039,59130,11.904278707931676,2
36023,White,White,92.62,1.9,0.76,0,2.7,5,rural,6884,44518,15.46340805966126,3
36025,White,White,92.09,1.53,0.78,0,3.88,6,rural,7000,43142,16.225487923601133,3
36027,White,White,71.47,9.8,3.52,0.04,12.19,2,urban,25335,277367,9.134107518197911,1
36029,White,White,75.49,13.01,3.55,0.03,5.5,1,urban,129903,893188,14.543746669234247,2
36031,White,White,91.96,2.9,0.27,0.02,3.01,6,rural,3323,35101,9.466966753083957,1
36033,White,White,81.62,5.62,0.54,0.22,3.54,5,rural,8195,45031,18.198574315471564,3
36035,White,White,92.69,1.98,0.78,0.01,3.1,5,rural,8119,52533,15.455047303599642,3
36037,White,White,90.52,2.02,0.79,0,3.3,5,rural,6501,57240,11.357442348008385,2
36039,White,White,85.28,5.45,1.05,0.01,5.91,6,rural,5921,44465,13.316091307770156,2
36041,White,White,95.95,0.8,0.07,0.04,1.66,6,rural,315,4541,6.936798062100859,1
36043,White,White,94.51,1.03,0.59,0.02,2.16,3,suburban,8951,61401,14.577938470057491,2
36045,White,White,81.64,5.72,1.71,0.19,7.52,4,suburban,15365,107875,14.243337195828506,2
